reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9111656f-93d4-4810-ab51-ea9c59de39b8,Motheesh. D,https://play-lh.googleusercontent.com/a-/ALV-UjVErr-Gg97_JTozB8eWMXMRNE2pvs_nrnisI-TD8TpywQllqCa-,use less app not location available,1,0,,16-06-2026 17:57,,,
7b816b7e-fbd3-4f5a-af9c-7ba696c9820e,Ravi Jangid,https://play-lh.googleusercontent.com/a/ACg8ocIuWlT-ESwtd2Fy4tX77Wda65sEwuQzHKORp5L9uZDTaMU1mg=mo,wow,5,0,19.7.2,16-06-2026 17:50,,,19.7.2
f784d463-1d63-44bc-ae73-c23352fbc5a4,deepak tiwari,https://play-lh.googleusercontent.com/a/ACg8ocKLVHHwdmL-bNCcU1TAKBOA4xlBXQIeqrnvc-h-yM0u0Ia_9JY=mo,satisfactory,4,0,19.5.8,16-06-2026 17:47,,,19.5.8
d03e271e-2a60-4341-833d-772a7f61d90e,Suprotim Dey,https://play-lh.googleusercontent.com/a/ACg8ocIX5pAAtGDs0v1JS1KElgzwwDn0_Oe7wgq-wci-V7N1AKecKA=mo,it is a very good aap,5,0,19.7.2,16-06-2026 17:47,,,19.7.2
96c6b3cf-2767-4ee9-a055-6e7c2ad66321,Prajwal kumbhare,https://play-lh.googleusercontent.com/a/ACg8ocL_4SNRDCRQPN_sHXJCxPzhVoxPZKiPzHuXX4sm90bBHYcbt9ZK=mo,Very pathetic customer support! there was a missing item in my order and i raised a ticket but they did nothing and closed it even after being a regular user this treatment is given. Swiggy is way better in handling customer issues,1,0,17.7.4,16-06-2026 17:46,,,17.7.4
a00e990d-66ae-4c33-b86e-087df130c8ee,VIPIN KUMAR,https://play-lh.googleusercontent.com/a/ACg8ocJdhzuDE-KKx1zCP3iYgIRG4OW_bFyo8yJl0PZ7oS5w52q4Beke=mo,good,4,0,19.7.0,16-06-2026 17:46,,,19.7.0
2d4f58b1-a4a8-46f2-88bb-ffd5b94a0211,Syed Ali,https://play-lh.googleusercontent.com/a/ACg8ocKTVDQi2buHpPviBrxRAOy79CANsh0dJLx1ykFD32fUPzc98Q=mo,my last order quantity issue is not solve and zomato excutive blaim me vary pooor,1,0,19.7.2,16-06-2026 17:43,,,19.7.2
e6fa73ae-33de-4621-9209-37f411e6fe82,Rahul Jaiswal,https://play-lh.googleusercontent.com/a/ACg8ocIVMBMqBg99z4OsHNTz7tEFR-WoFVqsxb7XyAqnGJ098Ouu8w=mo,very good,5,0,19.4.7,16-06-2026 17:42,,,19.4.7
455cd86c-076d-4456-a18f-bbb046fc0b11,Chandani Kumari,https://play-lh.googleusercontent.com/a-/ALV-UjUmpDGCSryOcPS4iznTjd1AGzHdTtjRnB0oJawsSv-u7b7uISEx,best,3,0,19.7.2,16-06-2026 17:40,,,19.7.2
4bb010b2-80b2-49f2-957a-6932aaa84ed3,Abhay Sharma,https://play-lh.googleusercontent.com/a-/ALV-UjV3YJ0i3SdXFy8UMzGnzP8qjBILRAQO2KJufOm-E7dnknFVGj_i,it's good,4,0,19.7.2,16-06-2026 17:40,,,19.7.2
745a25d1-9e42-4330-8817-d76166a5ba95,Maya Kushwaha,https://play-lh.googleusercontent.com/a/ACg8ocLBxY9kuhNo7iYEnY5pRI_ZxMFlMOB1pls41XBtsdLgdqEFFA=mo,super,3,0,19.7.2,16-06-2026 17:39,,,19.7.2
694d5dc2-4a24-42dd-a1db-0aabb115b4dc,Uday Pasupuleti,https://play-lh.googleusercontent.com/a-/ALV-UjWfHkCAj-449NnZ4jDvWo6ub1O7zHuzsrdMPbVWZbkAI7GkSxg,"orderd a pizza and after 30 min they automatically cancelled my order and didn't even give a refund , there is not even customer care number for this app to whom I can share my details with. worst experience , not gonna recommend to anyone from now .",1,0,,16-06-2026 17:37,,,
a2f5b9a7-a35d-4f1e-b413-2ec2767f30f1,vivek hedau,https://play-lh.googleusercontent.com/a/ACg8ocJzCABwlA3jEg9jWUki9Bz735HILWY28PlvOtsMuS8DPzkDbz11=mo,best is,5,0,19.7.2,16-06-2026 17:37,,,19.7.2
d0d0142b-6752-4a67-b267-8d7185e19d17,TARUN JANA,https://play-lh.googleusercontent.com/a-/ALV-UjXcAvCEPuemCl-oR_-QWnIRafm_k3cvGRvNo7neqKHMwTPDbL9X,high platform fees.,1,0,19.7.0,16-06-2026 17:36,,,19.7.0
2aece01d-22af-4fc2-99d7-0468f879eb53,Ishani dhiman,https://play-lh.googleusercontent.com/a/ACg8ocKfQx_x8QusbmQAg7Eq0_izEzQ4Ahu2GDLpR8FOhnjnFzI3Rw=mo,ok,4,0,19.7.2,16-06-2026 17:34,,,19.7.2
57ff70ab-edb2-48f5-b9b6-6b2ee197f199,Akhil_Lover_Boy,https://play-lh.googleusercontent.com/a-/ALV-UjWFSoiYTMjSJMraFFuGX5HoY6vy47E3VGOaHbH6At3LQR1itxeb,super 👍🏻,5,0,19.7.0,16-06-2026 17:33,,,19.7.0
ffd43522-0c12-4ab1-a12f-fbb79b714b30,Tushant Joshi,https://play-lh.googleusercontent.com/a/ACg8ocIizg72gkhWoXrjWzpF4lg8OleweThU0i2OhICJdeaxt5MR=mo,good,5,0,19.7.0,16-06-2026 17:30,,,19.7.0
15f6bd8c-f243-4dee-ba96-9070996ee812,Rupam Sarkar,https://play-lh.googleusercontent.com/a/ACg8ocKuofnAJUakqTDm_AI3XzetusW8nfL9JAoZboUts3Amvs8DZQ=mo,good,4,0,19.3.9,16-06-2026 17:30,,,19.3.9
5ed3b88c-77a3-4192-b719-2c39837b01c9,Sandeep Gupta,https://play-lh.googleusercontent.com/a/ACg8ocJ7xm7-bkV-4UdLJSqKiA2pDcNEgRwmtOzMvD5D977n7d_R2w=mo,well service,5,0,19.6.8,16-06-2026 17:29,,,19.6.8
