reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
b3214f32-d14d-4701-9e7d-fcae39bbfd4b,Kartik Verma,https://play-lh.googleusercontent.com/a-/ALV-UjVr3m394wdEwVKdC-aS9eTUoQte7yUqLHZJ48g6mMEvYS_BCBzltg,"cheap class service by swiggy, while delivery asking more money. and not make delivery at the destination.",1,0,4.110.1,16-06-2026 17:58,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,16-06-2026 18:02,4.110.1
762b7654-b60b-4e5d-9fb1-3d3f0d4a9564,Asif Khan,https://play-lh.googleusercontent.com/a/ACg8ocJWd1iHCsrnsJ58N9wwRhTSzPetra52ZaxyOQkHyWQzpGquSw=mo,very poor service and,1,0,,16-06-2026 17:57,"Hey there, we are sorry for any delay in delivering your order. Kindly share the order details by writing an email at swiggysocial@swiggy.in, we'll have it checked.",16-06-2026 18:02,
b3192ec4-8db5-474c-98b9-fc9012fda5bb,Syed Shahista,https://play-lh.googleusercontent.com/a/ACg8ocKkTkQQ4V6OMrbH_3lFG8eKfMFCGSTnkcUNNHyHHyrGDtaWXQ=mo,super,5,0,4.110.1,16-06-2026 17:54,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",16-06-2026 18:02,4.110.1
7878f3e2-a74a-4a27-b46f-fa8423ddc271,HARITHA H,https://play-lh.googleusercontent.com/a-/ALV-UjV5wI7JSIIVIjFMdL6m7DcIfv0pt3BwveUaLeobOXUMoWMGSnXL,gud,3,0,4.110.1,16-06-2026 17:52,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",16-06-2026 18:02,4.110.1
75c1d054-64f6-47a5-aec7-6acefd46b2d2,medapati sai madhava reddy,https://play-lh.googleusercontent.com/a-/ALV-UjWnVdsowt6A7t2OnGGPpvSSXAfuy2uegd10C9xwDh88PvQnaq-r,"Instamart is showing out of stock items, when added to cart for payment, it shows as out of stock..",1,0,4.110.1,16-06-2026 17:49,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",16-06-2026 17:52,4.110.1
c926b46a-294b-4b75-8037-811cae308384,Kajal Poddar,https://play-lh.googleusercontent.com/a-/ALV-UjWCNQH_Ts6aEIm8Cd3px50_POsdoNbQ1GkKO4shDgWoqWWFNfi8,Not at the moment,5,0,4.109.1,16-06-2026 17:47,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",16-06-2026 17:52,4.109.1
0e9b2f46-554e-4050-9ebd-c1c44cc15e96,Vedanth gelli,https://play-lh.googleusercontent.com/a/ACg8ocLXmZUxWcnMkjRnD3N2IRCaU4k6W7vcOSydSjie44BCZV06dvE=mo,mmmm very nice and beautiful of helping app,5,0,4.110.1,16-06-2026 17:34,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",16-06-2026 17:43,4.110.1
10545d89-4eb4-472e-bcd4-3811126c1ecd,Sachin Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjWVUDT2opbYazla6tMOpaYQXt8XxDN3_FFrT7fr89Rt2tohvAR2,best app,5,0,4.110.1,16-06-2026 17:31,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",16-06-2026 17:32,4.110.1
b0a71851-dfee-4713-85b0-ac6507c22b8d,Anil Kasaram,https://play-lh.googleusercontent.com/a-/ALV-UjV3AuMhPtESqUPXgRDpplu66SbL0VUuMw6qrsBo1PaaSf5qPxQ,super,1,0,4.110.1,16-06-2026 17:30,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",16-06-2026 17:32,4.110.1
43b1c8d7-21fe-45af-be99-08749ddc5b73,Bhukya Sai,https://play-lh.googleusercontent.com/a-/ALV-UjVUIZ3u6IFGbMlOz8lJLCz6hyDocetE5QnrsCQpW8xZ2nnaQUg0,good order coming,5,0,4.110.1,16-06-2026 17:24,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",16-06-2026 17:32,4.110.1
5982686c-5023-4743-89bc-10d2ae0d425c,Hussain Sarangpurwala,https://play-lh.googleusercontent.com/a/ACg8ocJXMAjqV5p3SYdvBQKjxcSTr_k_WH7SC4iJOo-ONThV7VAz2w=mo,super useful,5,0,4.110.1,16-06-2026 17:23,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",16-06-2026 17:32,4.110.1
